config_tag,train_accuracy,test_accuracy,confusion_matrix,precision_train,precision_test,recall_train,recall_test,n_layers,hidden_neurons,epochs,activation_function,dropout_rate,learning_rate,learning_decrease,early_stopping_patience,execution_dir,execution_time
DEFAULT,0.91,0.89,"[[ 315   39   89  235]
 [  32   57   14   43]
 [  95   22 1228  359]
 [  50   12   59 6945]]",0.9,0.88,0.91,0.89,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-190627/,119.09050631523132
DEFAULT,0.84,0.83,"[[ 197    9  138  334]
 [  29   21   17   79]
 [  58    6 1020  620]
 [  88   18  257 6703]]",0.83,0.81,0.84,0.83,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-190842/,53.52849864959717
DEFAULT,0.91,0.89,"[[ 327   22   92  237]
 [  45   32   17   52]
 [  87   14 1272  331]
 [  52    3   85 6926]]",0.9,0.88,0.91,0.89,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-190952/,118.058100938797
DEFAULT,0.83,0.83,"[[ 171   10  109  388]
 [  18   24   17   87]
 [  42    9  971  682]
 [  50    5  249 6762]]",0.82,0.81,0.83,0.83,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-191206/,56.601974964141846
DEFAULT,0.73,0.74,"[[   0    0   18  660]
 [   0    0    3  143]
 [   0    0   44 1660]
 [   0    0   23 7043]]",0.63,0.63,0.73,0.74,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-191318/,38.65353226661682
DEFAULT,0.91,0.7,"[[ 172    7  141  559]
 [  25    3   37  216]
 [ 127    3  997  978]
 [ 445   19 1060 7204]]",0.9,0.68,0.91,0.7,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-191731/,120.75958824157715
DEFAULT,0.83,0.73,"[[  59    0   80  740]
 [   6    0   28  247]
 [  35    1  614 1455]
 [  82    0  575 8071]]",0.82,0.67,0.83,0.73,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-191950/,61.2891800403595
DEFAULT,0.91,0.69,"[[ 173    5  128  573]
 [  35    4   40  202]
 [ 135    4  889 1077]
 [ 524    2 1004 7198]]",0.91,0.68,0.91,0.69,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-192110/,135.99270701408386
DEFAULT,0.83,0.71,"[[  52    0   88  739]
 [   4    0   36  241]
 [  35    8  600 1462]
 [ 161    4  726 7837]]",0.82,0.64,0.83,0.71,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-192344/,60.71000409126282
DEFAULT,0.73,0.73,"[[   0    0    1  878]
 [   0    0    0  281]
 [   0    0   17 2088]
 [   1    0   33 8694]]",0.65,0.59,0.73,0.73,2,"[300, 100]",20,relu,1.0,0.0,False,2,fnnLogs/06-21_arquitectura_original_p3_2/20180621/run-FNNClassifier-DEFAULT-192502/,43.56641173362732
