date,executionDesc,textModelFeatures,modelName,loadModelTime,trainDataFormattingTime,trainDataFeatureVecsTime,testDataFormattingTime,testDataFeatureVecsTime,totalExecutionTime,trainInstances,testInstances,modelTrained,modelExecutionTime,trainAccuracy,testAccuracy,confusionMatrix,averagePrecisionSK,recallSK,SMOTE
2018-05-27 13:22,vector_Average,600,~/GoogleNews-vectors-negative300.bin,48.11,5.79,33.72,5.12,11.82,314.33,39220,12707,MLP,189.97,0.85,0.56,"[[ 974   98  262  569]
 [ 247   65   80  305]
 [1099  198 1833 1334]
 [ 764  140  433 4306]]",0.59,0.56,all
2018-05-27 13:26,vector_Average,600,~/GoogleNews-vectors-negative300.bin,45.81,6.06,33.14,4.24,11.94,247.84,39220,12707,MLP,126.86,0.72,0.5,"[[ 990   67  230  616]
 [ 199   74   50  374]
 [ 769  161 1828 1706]
 [1173  138  886 3446]]",0.52,0.5,all
2018-05-27 13:32,vector_Average,600,~/GoogleNews-vectors-negative300.bin,44.99,6.04,32.74,4.64,11.55,352.45,39220,12707,MLP,232.46,0.89,0.59,"[[ 872   41  287  703]
 [ 175   39   65  418]
 [1119  113 2007 1225]
 [ 597   36  441 4569]]",0.6,0.59,all
2018-05-27 13:43,vector_Average,600,~/GoogleNews-vectors-negative300.bin,49.9,6.12,37.19,5.05,12.53,623.18,39220,12707,MLP,492.28,0.88,0.65,"[[ 981    5  295  622]
 [ 206   16   82  393]
 [ 914   17 2168 1365]
 [ 292    6  289 5056]]",0.65,0.65,all
2018-05-27 13:53,vector_Average,600,~/GoogleNews-vectors-negative300.bin,44.94,5.84,33.87,4.79,11.25,616.85,39220,12707,MLP,494.6,0.92,0.64,"[[ 681    5  273  944]
 [ 139   11   70  477]
 [ 473   21 2126 1844]
 [  84    7  183 5369]]",0.65,0.64,all
2018-05-27 14:03,vector_Average,600,~/GoogleNews-vectors-negative300.bin,47.6,6.1,35.03,4.6,12.64,620.12,39220,12707,MLP,493.67,0.97,0.63,"[[ 661    4  341  897]
 [ 159   13   85  440]
 [ 573   16 2062 1813]
 [ 109    4  223 5307]]",0.63,0.63,all
2018-05-27 14:14,vector_Average,600,~/GoogleNews-vectors-negative300.bin,46.05,6.19,33.93,4.76,13.11,629.49,39220,12707,MLP,504.96,0.98,0.63,"[[ 589    8  241 1065]
 [ 114   13   56  514]
 [ 433   25 1920 2086]
 [  74    8  116 5445]]",0.64,0.63,all
2018-05-27 14:23,vector_Average,600,~/GoogleNews-vectors-negative300.bin,47.63,6.51,35.07,5.13,12.53,560.38,39220,12707,MLP,432.17,0.95,0.64,"[[1090   37  336  440]
 [ 246   48  117  286]
 [1084   87 2371  922]
 [ 538   51  399 4655]]",0.65,0.64,all
2018-05-27 14:32,vector_Average,600,~/GoogleNews-vectors-negative300.bin,47.22,6.82,34.15,4.88,11.91,555.43,39220,12707,MLP,430.42,0.93,0.64,"[[1145   37  308  413]
 [ 249   37  132  279]
 [1256  103 2184  921]
 [ 541   26  359 4717]]",0.65,0.64,all
2018-05-27 14:42,vector_Average,600,~/GoogleNews-vectors-negative300.bin,47.79,6.76,35.7,5.04,12.11,559.83,39220,12707,MLP,430.96,0.85,0.63,"[[1101   78  376  348]
 [ 230   88  136  243]
 [1088  168 2469  739]
 [ 717   71  556 4299]]",0.65,0.63,all
2018-05-27 15:56,vector_Average,600,~/GoogleNews-vectors-negative300.bin,50.39,6.44,37.63,5.98,23.21,1020.1,39220,25413,MLP,875.53,0.96,0.74,"[[  887    61   386   569]
 [  241    28   159   269]
 [ 1155   107  2151  1051]
 [ 1344   106  1071 15828]]",0.77,0.74,all
2018-05-27 16:34,vector_Average,600,~/GoogleNews-vectors-negative300.bin,50.82,6.32,35.82,4.34,13.47,650.56,39220,10935,MLP,518.74,0.99,0.85,"[[ 567   31  149   97]
 [  53   81   42   29]
 [ 327   28 1406  277]
 [ 242    6  307 7293]]",0.86,0.85,all
2018-05-27 16:45,vector_Average,600,~/GoogleNews-vectors-negative300.bin,52.68,7.19,37.12,4.72,13.0,677.33,39220,10935,MLP,541.3,0.98,0.88,"[[ 575   19  187   63]
 [  41   86   57   21]
 [ 290   23 1525  200]
 [ 167    5  244 7432]]",0.89,0.88,all
2018-05-27 16:55,vector_Average,600,~/GoogleNews-vectors-negative300.bin,50.55,6.66,34.86,4.82,12.39,585.13,39220,10935,MLP,454.78,0.98,0.84,"[[ 582   41  151   70]
 [  45   98   48   14]
 [ 285   55 1520  178]
 [ 304   19  553 6972]]",0.86,0.84,all
2018-05-27 17:39,vector_Average,600,~/GoogleNews-vectors-negative300.bin,52.28,6.21,39.17,4.86,12.88,548.27,39220,10935,MLP,410.49,0.99,0.86,"[[ 578   25  168   73]
 [  57   82   43   23]
 [ 272   22 1457  287]
 [ 200   18  330 7300]]",0.87,0.86,all
2018-05-27 17:49,vector_Average,600,~/GoogleNews-vectors-negative300.bin,51.01,6.8,37.95,4.74,12.35,631.71,39220,10935,MLP,497.97,0.99,0.88,"[[ 598   32  146   68]
 [  39  102   44   20]
 [ 299   48 1492  199]
 [ 156   16  247 7429]]",0.89,0.88,all
2018-05-27 17:59,vector_Average,600,~/GoogleNews-vectors-negative300.bin,48.88,6.61,37.42,4.92,13.43,589.39,39220,10935,MLP,456.91,0.98,0.84,"[[ 580   53  158   53]
 [  39  105   46   15]
 [ 320   66 1489  163]
 [ 253   40  511 7044]]",0.87,0.84,all
2018-05-27 20:19,vector_Average,600,300features_15minwords_10contextALL,0.35,4.43,54.47,2.68,15.63,515.44,39220,12707,MLP,423.93,0.89,0.64,"[[ 681  126  437  659]
 [ 102   78  138  379]
 [ 589  162 2361 1352]
 [ 220   90  379 4954]]",0.62,0.64,all
2018-05-27 20:25,vector_Average,600,300features_15minwords_10contextALL,0.2,4.87,52.58,2.57,14.58,345.91,39220,12707,MLP,258.08,0.83,0.6,"[[ 625  100  295  883]
 [  85   77   52  483]
 [ 470   94 1839 2061]
 [ 192   38  281 5132]]",0.61,0.6,all
2018-05-27 20:32,vector_Average,600,300features_15minwords_10contextALL,0.21,5.08,53.29,2.65,14.43,409.22,39220,12707,MLP,320.18,0.86,0.62,"[[ 812  131  338  622]
 [ 145  114  107  331]
 [ 840  184 2095 1345]
 [ 346   94  324 4879]]",0.63,0.62,all
2018-05-27 20:39,vector_Average,600,300features_15minwords_10contextALL,0.22,4.79,52.21,2.7,14.9,408.02,39220,12707,MLP,319.95,0.86,0.64,"[[ 634  124  399  746]
 [  79   86  102  430]
 [ 492  184 2305 1483]
 [ 193   88  317 5045]]",0.63,0.64,all
2018-05-27 20:49,vector_Average,600,300features_15minwords_10contextALL,0.22,5.07,51.35,2.68,14.42,589.8,39220,12707,MLP,502.6,0.82,0.62,"[[ 847  204  500  352]
 [ 145  143  206  203]
 [ 782  367 2613  702]
 [ 416  186  762 4279]]",0.63,0.62,all
2018-05-27 20:59,vector_Average,600,300features_15minwords_10contextALL,0.22,4.85,52.81,2.74,15.53,591.91,39220,12707,MLP,502.5,0.87,0.66,"[[ 569   50  797  487]
 [  62   50  296  289]
 [ 348  112 3114  890]
 [ 148   63  826 4606]]",0.63,0.66,all
2018-05-27 21:09,vector_Average,600,300features_15minwords_10contextALL,0.21,5.04,53.95,2.9,15.4,648.51,39220,12707,MLP,557.42,0.91,0.64,"[[ 580  136  693  494]
 [  63   91  248  295]
 [ 510  198 2825  931]
 [ 170  143  747 4583]]",0.62,0.64,all
2018-05-27 21:19,vector_Average,600,300features_15minwords_10contextALL,0.21,5.16,53.45,2.96,14.76,555.85,39220,12707,MLP,466.34,0.87,0.63,"[[ 812  169  306  616]
 [ 117  144   91  345]
 [ 746  229 2159 1330]
 [ 290  118  321 4914]]",0.64,0.63,all
2018-05-27 21:28,vector_Average,600,300features_15minwords_10contextALL,0.24,6.23,53.3,2.95,15.02,579.01,39220,12707,MLP,487.98,0.84,0.64,"[[ 670  114  374  745]
 [  91   89   92  425]
 [ 486  136 2323 1519]
 [ 202   66  312 5063]]",0.63,0.64,all
2018-05-27 21:39,vector_Average,600,300features_15minwords_10contextALL,0.22,5.31,52.72,2.83,15.01,624.63,39220,12707,MLP,535.18,0.77,0.61,"[[1145  120  316  322]
 [ 283  122   92  200]
 [1152  179 2222  911]
 [ 820  107  461 4255]]",0.65,0.61,all
2018-05-27 21:49,vector_Average,600,300features_15minwords_10contextALL,0.34,4.48,51.52,2.64,15.33,521.23,39220,12707,MLP,433.49,0.88,0.66,"[[ 341   64  889  609]
 [  17   41  267  372]
 [ 195   76 3220  973]
 [  54   43  705 4841]]",0.63,0.66,all
